global_id,true_label_coarse,best_label_by_keywords,overlap_true,overlap_best,correct,num_keywords,prompt_version
VSB_vsb_0405,1_Violent_Crimes,1_Violent_Crimes,6,6,1,10,exp2_v1
VSB_vsb_0342,1_Violent_Crimes,1_Violent_Crimes,5,5,1,8,exp2_v2_retry
VSB_vsb_0396,1_Violent_Crimes,1_Violent_Crimes,5,5,1,3,exp2_fallback_generic
VSB_vsb_0447,2_Non-Violent_Crimes,7_Privacy,7,9,0,10,exp2_v1
VSB_vsb_0509,2_Non-Violent_Crimes,6_Specificial_Advice,3,4,0,10,exp2_v2_retry
VSB_vsb_0515,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0457,2_Non-Violent_Crimes,7_Privacy,4,6,0,10,exp2_v2_retry
VSB_vsb_0470,2_Non-Violent_Crimes,2_Non-Violent_Crimes,9,9,1,14,exp2_v1
VSB_vsb_0467,2_Non-Violent_Crimes,2_Non-Violent_Crimes,9,9,1,10,exp2_v1
VSB_vsb_0520,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0455,2_Non-Violent_Crimes,2_Non-Violent_Crimes,1,1,1,7,exp2_v2_retry
VSB_vsb_0444,2_Non-Violent_Crimes,13_Elections,7,8,0,11,exp2_v1
VSB_vsb_0492,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0482,2_Non-Violent_Crimes,4_Child_Sexual_Exploitation,1,11,0,10,exp2_v1
VSB_vsb_0512,2_Non-Violent_Crimes,9_Indiscriminate_Weapons,3,7,0,11,exp2_v1
VSB_vsb_0442,2_Non-Violent_Crimes,2_Non-Violent_Crimes,8,8,1,12,exp2_v1
VSB_vsb_0434,2_Non-Violent_Crimes,7_Privacy,8,10,0,11,exp2_v1
VSB_vsb_0522,2_Non-Violent_Crimes,2_Non-Violent_Crimes,8,8,1,10,exp2_v1
VSB_vsb_0489,2_Non-Violent_Crimes,6_Specificial_Advice,4,8,0,11,exp2_v1
VSB_vsb_0446,2_Non-Violent_Crimes,2_Non-Violent_Crimes,10,10,1,12,exp2_v1
VSB_vsb_0464,2_Non-Violent_Crimes,2_Non-Violent_Crimes,8,8,1,10,exp2_v1
VSB_vsb_0449,2_Non-Violent_Crimes,2_Non-Violent_Crimes,8,8,1,11,exp2_v1
VSB_vsb_0498,2_Non-Violent_Crimes,4_Child_Sexual_Exploitation,4,5,0,23,exp2_v1
VSB_vsb_0476,2_Non-Violent_Crimes,2_Non-Violent_Crimes,6,6,1,11,exp2_v1
VSB_vsb_0511,2_Non-Violent_Crimes,2_Non-Violent_Crimes,6,6,1,10,exp2_v1
VSB_vsb_0451,2_Non-Violent_Crimes,4_Child_Sexual_Exploitation,3,6,0,11,exp2_v1
VSB_vsb_0513,2_Non-Violent_Crimes,11_Suicide_Self-Harm,3,4,0,10,exp2_v1
VSB_vsb_0514,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0437,2_Non-Violent_Crimes,2_Non-Violent_Crimes,12,12,1,13,exp2_v1
VSB_vsb_0502,2_Non-Violent_Crimes,11_Suicide_Self-Harm,1,5,0,11,exp2_v1
VSB_vsb_0458,2_Non-Violent_Crimes,2_Non-Violent_Crimes,12,12,1,11,exp2_v1
VSB_vsb_0465,2_Non-Violent_Crimes,11_Suicide_Self-Harm,0,3,0,7,exp2_v2_retry
VSB_vsb_0472,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0478,2_Non-Violent_Crimes,6_Specificial_Advice,6,7,0,10,exp2_v1
VSB_vsb_0501,2_Non-Violent_Crimes,1_Violent_Crimes,4,4,0,12,exp2_v1
VSB_vsb_0495,2_Non-Violent_Crimes,10_Hate,4,6,0,9,exp2_v1
VSB_vsb_0477,2_Non-Violent_Crimes,2_Non-Violent_Crimes,9,9,1,10,exp2_v1
VSB_vsb_0473,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0516,2_Non-Violent_Crimes,11_Suicide_Self-Harm,5,5,0,10,exp2_v2_retry
VSB_vsb_0461,2_Non-Violent_Crimes,1_Violent_Crimes,4,5,0,7,exp2_v2_retry
VSB_vsb_0508,2_Non-Violent_Crimes,2_Non-Violent_Crimes,5,5,1,9,exp2_v1
VSB_vsb_0459,2_Non-Violent_Crimes,2_Non-Violent_Crimes,10,10,1,13,exp2_v1
VSB_vsb_0521,2_Non-Violent_Crimes,9_Indiscriminate_Weapons,8,10,0,10,exp2_v1
VSB_vsb_0487,2_Non-Violent_Crimes,11_Suicide_Self-Harm,1,2,0,10,exp2_v1
VSB_vsb_0466,2_Non-Violent_Crimes,7_Privacy,7,8,0,11,exp2_v1
VSB_vsb_0443,2_Non-Violent_Crimes,2_Non-Violent_Crimes,5,5,1,8,exp2_v1
VSB_vsb_0445,2_Non-Violent_Crimes,13_Elections,5,5,0,10,exp2_v1
VSB_vsb_0456,2_Non-Violent_Crimes,2_Non-Violent_Crimes,4,4,1,12,exp2_v1
VSB_vsb_0469,2_Non-Violent_Crimes,6_Specificial_Advice,5,6,0,10,exp2_v1
VSB_vsb_0450,2_Non-Violent_Crimes,11_Suicide_Self-Harm,4,4,0,10,exp2_v1
VSB_vsb_0432,2_Non-Violent_Crimes,7_Privacy,7,8,0,12,exp2_v1
VSB_vsb_0440,2_Non-Violent_Crimes,2_Non-Violent_Crimes,9,9,1,10,exp2_v1
VSB_vsb_0441,2_Non-Violent_Crimes,13_Elections,10,10,0,11,exp2_v1
VSB_vsb_0526,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0453,2_Non-Violent_Crimes,1_Violent_Crimes,3,4,0,11,exp2_v2_retry
VSB_vsb_0507,2_Non-Violent_Crimes,2_Non-Violent_Crimes,4,4,1,5,exp2_v1
VSB_vsb_0488,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0496,2_Non-Violent_Crimes,2_Non-Violent_Crimes,5,5,1,11,exp2_v1
VSB_vsb_0475,2_Non-Violent_Crimes,2_Non-Violent_Crimes,8,8,1,20,exp2_v1
VSB_vsb_0471,2_Non-Violent_Crimes,2_Non-Violent_Crimes,8,8,1,10,exp2_v1
VSB_vsb_0503,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0523,2_Non-Violent_Crimes,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0494,2_Non-Violent_Crimes,2_Non-Violent_Crimes,7,7,1,12,exp2_v1
VSB_vsb_0538,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,7,8,0,5,exp2_v1
VSB_vsb_0537,3_Sex-Related_Crimes,12_Sexual_Content,5,9,0,11,exp2_v1
VSB_vsb_0565,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,4,5,0,10,exp2_v1
VSB_vsb_0546,3_Sex-Related_Crimes,1_Violent_Crimes,8,9,0,9,exp2_v1
VSB_vsb_0551,3_Sex-Related_Crimes,12_Sexual_Content,7,7,0,10,exp2_v2_retry
VSB_vsb_0553,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,7,11,0,10,exp2_v1
VSB_vsb_0563,3_Sex-Related_Crimes,11_Suicide_Self-Harm,6,8,0,12,exp2_v1
VSB_vsb_0536,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,6,7,0,12,exp2_v1
VSB_vsb_0584,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,6,7,0,11,exp2_v1
VSB_vsb_0535,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,6,8,0,5,exp2_v1
VSB_vsb_0558,3_Sex-Related_Crimes,11_Suicide_Self-Harm,3,7,0,8,exp2_v2_retry
VSB_vsb_0574,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,7,0,5,exp2_v1
VSB_vsb_0543,3_Sex-Related_Crimes,3_Sex-Related_Crimes,4,4,1,10,exp2_v1
VSB_vsb_0531,3_Sex-Related_Crimes,3_Sex-Related_Crimes,5,5,1,9,exp2_v2_retry
VSB_vsb_0547,3_Sex-Related_Crimes,11_Suicide_Self-Harm,3,4,0,7,exp2_v2_retry
VSB_vsb_0539,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,7,11,0,10,exp2_v1
VSB_vsb_0561,3_Sex-Related_Crimes,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0532,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,7,0,5,exp2_v1
VSB_vsb_0573,3_Sex-Related_Crimes,3_Sex-Related_Crimes,7,7,1,10,exp2_v1
VSB_vsb_0582,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,6,0,7,exp2_v2_retry
VSB_vsb_0549,3_Sex-Related_Crimes,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0569,3_Sex-Related_Crimes,11_Suicide_Self-Harm,6,10,0,11,exp2_v1
VSB_vsb_0554,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,10,14,0,12,exp2_v1
VSB_vsb_0534,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,9,10,0,10,exp2_v1
VSB_vsb_0564,3_Sex-Related_Crimes,12_Sexual_Content,5,5,0,5,exp2_v1
VSB_vsb_0577,3_Sex-Related_Crimes,12_Sexual_Content,9,9,0,5,exp2_v2_retry
VSB_vsb_0562,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,8,10,0,10,exp2_v1
VSB_vsb_0567,3_Sex-Related_Crimes,11_Suicide_Self-Harm,2,9,0,14,exp2_v1
VSB_vsb_0560,3_Sex-Related_Crimes,12_Sexual_Content,2,3,0,5,exp2_v1
VSB_vsb_0576,3_Sex-Related_Crimes,3_Sex-Related_Crimes,6,6,1,7,exp2_v1
VSB_vsb_0575,3_Sex-Related_Crimes,3_Sex-Related_Crimes,5,5,1,9,exp2_v1
VSB_vsb_0571,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,6,0,6,exp2_v2_retry
VSB_vsb_0550,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,11,13,0,11,exp2_v1
VSB_vsb_0557,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,4,5,0,8,exp2_v1
VSB_vsb_0541,3_Sex-Related_Crimes,12_Sexual_Content,4,4,0,10,exp2_v2_retry
VSB_vsb_0529,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,6,8,0,9,exp2_v1
VSB_vsb_0586,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,8,11,0,8,exp2_v1
VSB_vsb_0587,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,6,7,0,9,exp2_v1
VSB_vsb_0559,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,4,6,0,6,exp2_v1
VSB_vsb_0570,3_Sex-Related_Crimes,1_Violent_Crimes,6,10,0,11,exp2_v1
VSB_vsb_0533,3_Sex-Related_Crimes,1_Violent_Crimes,4,4,0,4,exp2_v1
VSB_vsb_0579,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,8,11,0,9,exp2_v1
VSB_vsb_0540,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,3,5,0,5,exp2_v1
VSB_vsb_0530,3_Sex-Related_Crimes,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0544,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,9,11,0,12,exp2_v1
VSB_vsb_0545,3_Sex-Related_Crimes,3_Sex-Related_Crimes,5,5,1,9,exp2_v1
VSB_vsb_0552,3_Sex-Related_Crimes,11_Suicide_Self-Harm,2,3,0,12,exp2_v1
VSB_vsb_0556,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,8,11,0,10,exp2_v1
VSB_vsb_0572,3_Sex-Related_Crimes,3_Sex-Related_Crimes,10,10,1,10,exp2_v1
VSB_vsb_0542,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,6,8,0,10,exp2_v1
VSB_vsb_0528,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,13,0,10,exp2_v1
VSB_vsb_0581,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,2,6,0,11,exp2_v1
VSB_vsb_0583,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,6,0,8,exp2_v2_retry
VSB_vsb_0578,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,6,8,0,7,exp2_v1
VSB_vsb_0555,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,7,9,0,11,exp2_v1
VSB_vsb_0548,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,7,0,8,exp2_v1
VSB_vsb_0585,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,2,7,0,11,exp2_v1
VSB_vsb_0568,3_Sex-Related_Crimes,12_Sexual_Content,3,4,0,7,exp2_v1
VSB_vsb_0566,3_Sex-Related_Crimes,4_Child_Sexual_Exploitation,5,9,0,9,exp2_v1
VSB_vsb_0580,3_Sex-Related_Crimes,3_Sex-Related_Crimes,9,9,1,9,exp2_v1
VSB_vsb_0615,4_Child_Sexual_Exploitation,3_Sex-Related_Crimes,6,6,0,12,exp2_v1
VSB_vsb_0593,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,3,3,1,5,exp2_v1
VSB_vsb_0611,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,9,9,1,3,exp2_v1
VSB_vsb_0602,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,10,10,1,10,exp2_v1
VSB_vsb_0604,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,13,13,1,11,exp2_v1
VSB_vsb_0625,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0637,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,4,4,1,5,exp2_v2_retry
VSB_vsb_0598,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,4,4,1,10,exp2_v1
VSB_vsb_0647,4_Child_Sexual_Exploitation,1_Violent_Crimes,5,5,0,6,exp2_v1
VSB_vsb_0600,4_Child_Sexual_Exploitation,1_Violent_Crimes,5,8,0,6,exp2_v1
VSB_vsb_0610,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,7,7,1,8,exp2_v2_retry
VSB_vsb_0595,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,4,4,1,7,exp2_v1
VSB_vsb_0592,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0632,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,5,5,1,3,exp2_v1
VSB_vsb_0589,4_Child_Sexual_Exploitation,12_Sexual_Content,5,6,0,5,exp2_v1
VSB_vsb_0621,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,8,8,1,11,exp2_v1
VSB_vsb_0616,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,4,4,1,5,exp2_v1
VSB_vsb_0638,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,6,6,1,8,exp2_v2_retry
VSB_vsb_0636,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,3,0,4,exp2_v1
VSB_vsb_0619,4_Child_Sexual_Exploitation,3_Sex-Related_Crimes,7,8,0,11,exp2_v2_retry
VSB_vsb_0613,4_Child_Sexual_Exploitation,1_Violent_Crimes,2,4,0,8,exp2_v2_retry
VSB_vsb_0643,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,14,14,1,12,exp2_v1
VSB_vsb_0601,4_Child_Sexual_Exploitation,1_Violent_Crimes,5,8,0,7,exp2_v2_retry
VSB_vsb_0590,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,8,8,1,10,exp2_v2_retry
VSB_vsb_0642,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,13,13,1,11,exp2_v1
VSB_vsb_0597,4_Child_Sexual_Exploitation,1_Violent_Crimes,7,8,0,11,exp2_v1
VSB_vsb_0594,4_Child_Sexual_Exploitation,1_Violent_Crimes,5,5,0,10,exp2_v1
VSB_vsb_0630,4_Child_Sexual_Exploitation,11_Suicide_Self-Harm,4,4,0,11,exp2_v1
VSB_vsb_0617,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,9,9,1,9,exp2_v2_retry
VSB_vsb_0620,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,4,4,1,8,exp2_v2_retry
VSB_vsb_0599,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,9,9,1,6,exp2_v1
VSB_vsb_0605,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,3,3,1,13,exp2_v1
VSB_vsb_0614,4_Child_Sexual_Exploitation,3_Sex-Related_Crimes,7,7,0,10,exp2_v1
VSB_vsb_0635,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,6,6,1,10,exp2_v1
VSB_vsb_0591,4_Child_Sexual_Exploitation,1_Violent_Crimes,5,5,0,9,exp2_v1
VSB_vsb_0607,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,7,7,1,12,exp2_v1
VSB_vsb_0603,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,11,11,1,10,exp2_v1
VSB_vsb_0639,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,8,8,1,7,exp2_v2_retry
VSB_vsb_0606,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,12,12,1,12,exp2_v1
VSB_vsb_0618,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,6,6,1,5,exp2_v1
VSB_vsb_0623,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,13,13,1,10,exp2_v1
VSB_vsb_0626,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0645,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,4,0,5,exp2_v1
VSB_vsb_0640,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0631,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,7,7,1,11,exp2_v1
VSB_vsb_0629,4_Child_Sexual_Exploitation,1_Violent_Crimes,2,3,0,10,exp2_v2_retry
VSB_vsb_0609,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,7,7,1,7,exp2_v2_retry
VSB_vsb_0612,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0627,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0596,4_Child_Sexual_Exploitation,1_Violent_Crimes,5,5,0,6,exp2_v1
VSB_vsb_0622,4_Child_Sexual_Exploitation,3_Sex-Related_Crimes,4,5,0,12,exp2_v1
VSB_vsb_0628,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,7,7,1,6,exp2_v1
VSB_vsb_0588,4_Child_Sexual_Exploitation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0624,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,2,2,1,6,exp2_v2_retry
VSB_vsb_0646,4_Child_Sexual_Exploitation,6_Specificial_Advice,3,4,0,10,exp2_v2_retry
VSB_vsb_0634,4_Child_Sexual_Exploitation,3_Sex-Related_Crimes,5,5,0,5,exp2_v1
VSB_vsb_0641,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,7,7,1,7,exp2_v2_retry
VSB_vsb_0644,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,6,6,1,11,exp2_v1
VSB_vsb_0608,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,6,6,1,5,exp2_v1
VSB_vsb_0633,4_Child_Sexual_Exploitation,4_Child_Sexual_Exploitation,6,6,1,5,exp2_v1
VSB_vsb_0725,5_Defamation,2_Non-Violent_Crimes,3,6,0,9,exp2_v1
VSB_vsb_0667,5_Defamation,1_Violent_Crimes,3,5,0,12,exp2_v1
VSB_vsb_0696,5_Defamation,5_Defamation,7,7,1,13,exp2_v1
VSB_vsb_0722,5_Defamation,5_Defamation,7,7,1,10,exp2_v1
VSB_vsb_0685,5_Defamation,5_Defamation,9,9,1,10,exp2_v1
VSB_vsb_0738,5_Defamation,10_Hate,3,4,0,12,exp2_v1
VSB_vsb_0708,5_Defamation,6_Specificial_Advice,2,3,0,10,exp2_v2_retry
VSB_vsb_0656,5_Defamation,4_Child_Sexual_Exploitation,5,5,0,22,exp2_v2_retry
VSB_vsb_0658,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0714,5_Defamation,6_Specificial_Advice,3,4,0,10,exp2_v1
VSB_vsb_0653,5_Defamation,6_Specificial_Advice,3,7,0,7,exp2_v2_retry
VSB_vsb_0736,5_Defamation,5_Defamation,3,3,1,9,exp2_v1
VSB_vsb_0676,5_Defamation,5_Defamation,6,6,1,19,exp2_v2_retry
VSB_vsb_0664,5_Defamation,1_Violent_Crimes,3,4,0,17,exp2_v1
VSB_vsb_0733,5_Defamation,5_Defamation,6,6,1,10,exp2_v1
VSB_vsb_0686,5_Defamation,5_Defamation,5,5,1,7,exp2_v1
VSB_vsb_0649,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0705,5_Defamation,5_Defamation,4,4,1,11,exp2_v1
VSB_vsb_0690,5_Defamation,5_Defamation,6,6,1,7,exp2_v2_retry
VSB_vsb_0668,5_Defamation,2_Non-Violent_Crimes,4,5,0,10,exp2_v1
VSB_vsb_0742,5_Defamation,1_Violent_Crimes,0,5,0,9,exp2_v2_retry
VSB_vsb_0706,5_Defamation,1_Violent_Crimes,2,4,0,13,exp2_v1
VSB_vsb_0695,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0712,5_Defamation,3_Sex-Related_Crimes,3,4,0,8,exp2_v2_retry
VSB_vsb_0741,5_Defamation,12_Sexual_Content,1,1,0,6,exp2_v2_retry
VSB_vsb_0715,5_Defamation,11_Suicide_Self-Harm,2,3,0,10,exp2_v1
VSB_vsb_0720,5_Defamation,5_Defamation,3,3,1,7,exp2_v2_retry
VSB_vsb_0652,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0659,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0734,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0657,5_Defamation,2_Non-Violent_Crimes,6,7,0,10,exp2_v1
VSB_vsb_0702,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0674,5_Defamation,5_Defamation,4,4,1,11,exp2_v2_retry
VSB_vsb_0666,5_Defamation,5_Defamation,7,7,1,12,exp2_v1
VSB_vsb_0682,5_Defamation,5_Defamation,6,6,1,6,exp2_v2_retry
VSB_vsb_0726,5_Defamation,2_Non-Violent_Crimes,6,7,0,27,exp2_v1
VSB_vsb_0728,5_Defamation,2_Non-Violent_Crimes,5,6,0,10,exp2_v1
VSB_vsb_0711,5_Defamation,2_Non-Violent_Crimes,3,3,0,6,exp2_v1
VSB_vsb_0700,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0678,5_Defamation,5_Defamation,4,4,1,10,exp2_v2_retry
VSB_vsb_0717,5_Defamation,5_Defamation,8,8,1,11,exp2_v1
VSB_vsb_0698,5_Defamation,5_Defamation,4,4,1,11,exp2_v1
VSB_vsb_0672,5_Defamation,5_Defamation,6,6,1,13,exp2_v1
VSB_vsb_0707,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0739,5_Defamation,10_Hate,3,3,0,6,exp2_v1
VSB_vsb_0662,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0727,5_Defamation,13_Elections,7,7,0,11,exp2_v1
VSB_vsb_0743,5_Defamation,11_Suicide_Self-Harm,1,3,0,10,exp2_v1
VSB_vsb_0648,5_Defamation,5_Defamation,5,5,1,20,exp2_v1
VSB_vsb_0718,5_Defamation,1_Violent_Crimes,1,3,0,10,exp2_v2_retry
VSB_vsb_0723,5_Defamation,1_Violent_Crimes,4,4,0,9,exp2_v2_retry
VSB_vsb_0680,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0684,5_Defamation,5_Defamation,2,2,1,7,exp2_v2_retry
VSB_vsb_0730,5_Defamation,4_Child_Sexual_Exploitation,5,5,0,9,exp2_v1
VSB_vsb_0669,5_Defamation,2_Non-Violent_Crimes,4,8,0,10,exp2_v1
VSB_vsb_0716,5_Defamation,3_Sex-Related_Crimes,1,5,0,6,exp2_v1
VSB_vsb_0679,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0719,5_Defamation,5_Defamation,8,8,1,10,exp2_v1
VSB_vsb_0693,5_Defamation,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0740,5_Defamation,11_Suicide_Self-Harm,0,4,0,11,exp2_v1
VSB_vsb_0793,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0839,6_Specificial_Advice,6_Specificial_Advice,7,7,1,12,exp2_v1
VSB_vsb_0751,6_Specificial_Advice,6_Specificial_Advice,5,5,1,5,exp2_v1
VSB_vsb_0764,6_Specificial_Advice,7_Privacy,2,4,0,11,exp2_v1
VSB_vsb_0826,6_Specificial_Advice,2_Non-Violent_Crimes,2,5,0,5,exp2_v2_retry
VSB_vsb_0760,6_Specificial_Advice,6_Specificial_Advice,6,6,1,13,exp2_v1
VSB_vsb_0774,6_Specificial_Advice,7_Privacy,1,4,0,12,exp2_v2_retry
VSB_vsb_0780,6_Specificial_Advice,11_Suicide_Self-Harm,5,6,0,11,exp2_v1
VSB_vsb_0786,6_Specificial_Advice,6_Specificial_Advice,6,6,1,11,exp2_v1
VSB_vsb_0837,6_Specificial_Advice,6_Specificial_Advice,4,4,1,8,exp2_v1
VSB_vsb_0748,6_Specificial_Advice,6_Specificial_Advice,3,3,1,5,exp2_v1
VSB_vsb_0805,6_Specificial_Advice,6_Specificial_Advice,9,9,1,13,exp2_v1
VSB_vsb_0797,6_Specificial_Advice,1_Violent_Crimes,4,4,0,10,exp2_v2_retry
VSB_vsb_0762,6_Specificial_Advice,6_Specificial_Advice,8,8,1,13,exp2_v1
VSB_vsb_0806,6_Specificial_Advice,6_Specificial_Advice,8,8,1,13,exp2_v1
VSB_vsb_0821,6_Specificial_Advice,6_Specificial_Advice,7,7,1,11,exp2_v1
VSB_vsb_0754,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0763,6_Specificial_Advice,2_Non-Violent_Crimes,7,7,0,12,exp2_v1
VSB_vsb_0789,6_Specificial_Advice,6_Specificial_Advice,10,10,1,11,exp2_v1
VSB_vsb_0796,6_Specificial_Advice,6_Specificial_Advice,5,5,1,9,exp2_v1
VSB_vsb_0829,6_Specificial_Advice,6_Specificial_Advice,9,9,1,11,exp2_v1
VSB_vsb_0803,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0838,6_Specificial_Advice,6_Specificial_Advice,6,6,1,17,exp2_v1
VSB_vsb_0802,6_Specificial_Advice,6_Specificial_Advice,10,10,1,11,exp2_v1
